t_qh,solar_e_prod_normalized,ambient_temperature_deg_c
10829,0,14.4
10830,0,14.4
10831,0,14.4
10832,0,14.4
10833,0,13.4
10834,0,13.4
10835,0,13.4
10836,0,13.4
10837,0,12.3
10838,0,12.3
10839,0,12.3
10840,0,12.3
10841,0,11.7
10842,0,11.7
10843,0,11.7
10844,0,11.7
10845,0,10.7
10846,0,10.7
10847,0,10.7
10848,0,10.7
10849,0,9.9
10850,0,9.9
10851,0,9.9
10852,0,9.9
10853,0,9
10854,0,9
10855,0,9
10856,0,9
10857,0,8.6
10858,0,8.6
10859,0,8.6
10860,0,8.6
10861,0,8.1
10862,0,8.1
10863,0,8.1
10864,0,8.1
10865,0.008333333,7.8
10866,0.008333333,7.8
10867,0.008333333,7.8
10868,0.008333333,7.8
10869,0.102777778,7.8
10870,0.102777778,7.8
10871,0.102777778,7.8
10872,0.102777778,7.8
10873,0.252777778,8.1
10874,0.252777778,8.1
10875,0.252777778,8.1
10876,0.252777778,8.1
10877,0.422222222,8.7
10878,0.422222222,8.7
10879,0.422222222,8.7
10880,0.422222222,8.7
10881,0.552777778,9.2
10882,0.552777778,9.2
10883,0.552777778,9.2
10884,0.552777778,9.2
10885,0.663888889,9.7
10886,0.663888889,9.7
10887,0.663888889,9.7
10888,0.663888889,9.7
10889,0.775,10.1
10890,0.775,10.1
10891,0.775,10.1
10892,0.775,10.1
10893,0.811111111,10.5
10894,0.811111111,10.5
10895,0.811111111,10.5
10896,0.811111111,10.5
10897,0.791666667,10.8
10898,0.791666667,10.8
10899,0.791666667,10.8
10900,0.791666667,10.8
10901,0.697222222,11.1
10902,0.697222222,11.1
10903,0.697222222,11.1
10904,0.697222222,11.1
10905,0.538888889,11.3
10906,0.538888889,11.3
10907,0.538888889,11.3
10908,0.538888889,11.3
10909,0.411111111,11.3
10910,0.411111111,11.3
10911,0.411111111,11.3
10912,0.411111111,11.3
10913,0.311111111,11.2
10914,0.311111111,11.2
10915,0.311111111,11.2
10916,0.311111111,11.2
10917,0.155555556,10.9
10918,0.155555556,10.9
10919,0.155555556,10.9
10920,0.155555556,10.9
10921,0.025,10.4
10922,0.025,10.4
10923,0.025,10.4
10924,0.025,10.4
10925,0,9.6
10926,0,9.6
10927,0,9.6
10928,0,9.6
10929,0,9.4
10930,0,9.4
10931,0,9.4
10932,0,9.4
10933,0,8.8
10934,0,8.8
10935,0,8.8
10936,0,8.8
10937,0,8.4
10938,0,8.4
10939,0,8.4
10940,0,8.4
10941,0,7.8
10942,0,7.8
10943,0,7.8
10944,0,7.8
10945,0,7.7
10946,0,7.7
10947,0,7.7
10948,0,7.7
10949,0,7.5
10950,0,7.5
10951,0,7.5
10952,0,7.5
10953,0,7.4
10954,0,7.4
10955,0,7.4
10956,0,7.4
10957,0,7.4
10958,0,7.4
10959,0,7.4
10960,0,7.4
10961,0.002777778,7.3
10962,0.002777778,7.3
10963,0.002777778,7.3
10964,0.002777778,7.3
10965,0.052777778,7.6
10966,0.052777778,7.6
10967,0.052777778,7.6
10968,0.052777778,7.6
10969,0.088888889,9.5
10970,0.088888889,9.5
10971,0.088888889,9.5
10972,0.088888889,9.5
10973,0.083333333,10.8
10974,0.083333333,10.8
10975,0.083333333,10.8
10976,0.083333333,10.8
10977,0.166666667,11
10978,0.166666667,11
10979,0.166666667,11
10980,0.166666667,11
10981,0.216666667,12.3
10982,0.216666667,12.3
10983,0.216666667,12.3
10984,0.216666667,12.3
10985,0.172222222,13.5
10986,0.172222222,13.5
10987,0.172222222,13.5
10988,0.172222222,13.5
10989,0.180555556,14.9
10990,0.180555556,14.9
10991,0.180555556,14.9
10992,0.180555556,14.9
10993,0.258333333,15.1
10994,0.258333333,15.1
10995,0.258333333,15.1
10996,0.258333333,15.1
10997,0.144444444,15
10998,0.144444444,15
10999,0.144444444,15
11000,0.144444444,15
11001,0.105555556,15.3
11002,0.105555556,15.3
11003,0.105555556,15.3
11004,0.105555556,15.3
11005,0.144444444,15
11006,0.144444444,15
11007,0.144444444,15
11008,0.144444444,15
11009,0.080555556,14.1
11010,0.080555556,14.1
11011,0.080555556,14.1
11012,0.080555556,14.1
11013,0.052777778,13.8
11014,0.052777778,13.8
11015,0.052777778,13.8
11016,0.052777778,13.8
11017,0.008333333,13.5
11018,0.008333333,13.5
11019,0.008333333,13.5
11020,0.008333333,13.5
11021,0,12.7
11022,0,12.7
11023,0,12.7
11024,0,12.7
11025,0,11.6
11026,0,11.6
11027,0,11.6
11028,0,11.6
11029,0,10.6
11030,0,10.6
11031,0,10.6
11032,0,10.6
11033,0,9.5
11034,0,9.5
11035,0,9.5
11036,0,9.5
11037,0,8.4
11038,0,8.4
11039,0,8.4
11040,0,8.4
11041,0,7.4
11042,0,7.4
11043,0,7.4
11044,0,7.4
11045,0,6.3
11046,0,6.3
11047,0,6.3
11048,0,6.3
11049,0,5.8
11050,0,5.8
11051,0,5.8
11052,0,5.8
11053,0,5.2
11054,0,5.2
11055,0,5.2
11056,0,5.2
11057,0.011111111,4.8
11058,0.011111111,4.8
11059,0.011111111,4.8
11060,0.011111111,4.8
11061,0.055555556,4.9
11062,0.055555556,4.9
11063,0.055555556,4.9
11064,0.055555556,4.9
11065,0.15,6.4
11066,0.15,6.4
11067,0.15,6.4
11068,0.15,6.4
11069,0.45,8.2
11070,0.45,8.2
11071,0.45,8.2
11072,0.45,8.2
11073,0.555555556,9.9
11074,0.555555556,9.9
11075,0.555555556,9.9
11076,0.555555556,9.9
11077,0.622222222,11.7
11078,0.622222222,11.7
11079,0.622222222,11.7
11080,0.622222222,11.7
11081,0.736111111,13.4
11082,0.736111111,13.4
11083,0.736111111,13.4
11084,0.736111111,13.4
11085,0.488888889,14.6
11086,0.488888889,14.6
11087,0.488888889,14.6
11088,0.488888889,14.6
11089,0.797222222,15.4
11090,0.797222222,15.4
11091,0.797222222,15.4
11092,0.797222222,15.4
11093,0.736111111,16.1
11094,0.736111111,16.1
11095,0.736111111,16.1
11096,0.736111111,16.1
11097,0.625,16.3
11098,0.625,16.3
11099,0.625,16.3
11100,0.625,16.3
11101,0.491666667,15.6
11102,0.491666667,15.6
11103,0.491666667,15.6
11104,0.491666667,15.6
11105,0.311111111,14.8
11106,0.311111111,14.8
11107,0.311111111,14.8
11108,0.311111111,14.8
11109,0.155555556,13.9
11110,0.155555556,13.9
11111,0.155555556,13.9
11112,0.155555556,13.9
11113,0.030555556,12.7
11114,0.030555556,12.7
11115,0.030555556,12.7
11116,0.030555556,12.7
11117,0,11.5
11118,0,11.5
11119,0,11.5
11120,0,11.5
11121,0,10.5
11122,0,10.5
11123,0,10.5
11124,0,10.5
11125,0,9.5
11126,0,9.5
11127,0,9.5
11128,0,9.5
11129,0,8.5
11130,0,8.5
11131,0,8.5
11132,0,8.5
11133,0,7.5
11134,0,7.5
11135,0,7.5
11136,0,7.5
11137,0,6.9
11138,0,6.9
11139,0,6.9
11140,0,6.9
11141,0,6.3
11142,0,6.3
11143,0,6.3
11144,0,6.3
11145,0,6
11146,0,6
11147,0,6
11148,0,6
11149,0,5.6
11150,0,5.6
11151,0,5.6
11152,0,5.6
11153,0.019444444,5.3
11154,0.019444444,5.3
11155,0.019444444,5.3
11156,0.019444444,5.3
11157,0.063888889,5.5
11158,0.063888889,5.5
11159,0.063888889,5.5
11160,0.063888889,5.5
11161,0.1,7
11162,0.1,7
11163,0.1,7
11164,0.1,7
11165,0.141666667,8.9
11166,0.141666667,8.9
11167,0.141666667,8.9
11168,0.141666667,8.9
11169,0.191666667,11
11170,0.191666667,11
11171,0.191666667,11
11172,0.191666667,11
11173,0.191666667,13
11174,0.191666667,13
11175,0.191666667,13
11176,0.191666667,13
11177,0.191666667,14.7
11178,0.191666667,14.7
11179,0.191666667,14.7
11180,0.191666667,14.7
11181,0.191666667,16.3
11182,0.191666667,16.3
11183,0.191666667,16.3
11184,0.191666667,16.3
11185,0.325,17.7
11186,0.325,17.7
11187,0.325,17.7
11188,0.325,17.7
11189,0.725,18.7
11190,0.725,18.7
11191,0.725,18.7
11192,0.725,18.7
11193,0.625,19.3
11194,0.625,19.3
11195,0.625,19.3
11196,0.625,19.3
11197,0.480555556,19.5
11198,0.480555556,19.5
11199,0.480555556,19.5
11200,0.480555556,19.5
11201,0.336111111,19
11202,0.336111111,19
11203,0.336111111,19
11204,0.336111111,19
11205,0.169444444,18
11206,0.169444444,18
11207,0.169444444,18
11208,0.169444444,18
11209,0.030555556,16.6
11210,0.030555556,16.6
11211,0.030555556,16.6
11212,0.030555556,16.6
11213,0,15.1
11214,0,15.1
11215,0,15.1
11216,0,15.1
11217,0,14.5
11218,0,14.5
11219,0,14.5
11220,0,14.5
11221,0,14
11222,0,14
11223,0,14
11224,0,14
11225,0,13.4
11226,0,13.4
11227,0,13.4
11228,0,13.4
11229,0,12.8
11230,0,12.8
11231,0,12.8
11232,0,12.8
11233,0,12.7
11234,0,12.7
11235,0,12.7
11236,0,12.7
11237,0,12.6
11238,0,12.6
11239,0,12.6
11240,0,12.6
11241,0,12.5
11242,0,12.5
11243,0,12.5
11244,0,12.5
11245,0,12.4
11246,0,12.4
11247,0,12.4
11248,0,12.4
11249,0.016666667,12.3
11250,0.016666667,12.3
11251,0.016666667,12.3
11252,0.016666667,12.3
11253,0.122222222,12.4
11254,0.122222222,12.4
11255,0.122222222,12.4
11256,0.122222222,12.4
11257,0.275,12.8
11258,0.275,12.8
11259,0.275,12.8
11260,0.275,12.8
11261,0.444444444,13.2
11262,0.444444444,13.2
11263,0.444444444,13.2
11264,0.444444444,13.2
11265,0.586111111,13.7
11266,0.586111111,13.7
11267,0.586111111,13.7
11268,0.586111111,13.7
11269,0.697222222,14.2
11270,0.697222222,14.2
11271,0.697222222,14.2
11272,0.697222222,14.2
11273,0.8,14.7
11274,0.8,14.7
11275,0.8,14.7
11276,0.8,14.7
11277,0.838888889,15.1
11278,0.838888889,15.1
11279,0.838888889,15.1
11280,0.838888889,15.1
11281,0.822222222,15.5
11282,0.822222222,15.5
11283,0.822222222,15.5
11284,0.822222222,15.5
11285,0.719444444,15.6
11286,0.719444444,15.6
11287,0.719444444,15.6
11288,0.719444444,15.6
11289,0.583333333,15
11290,0.583333333,15
11291,0.583333333,15
11292,0.583333333,15
11293,0.427777778,15.9
11294,0.427777778,15.9
11295,0.427777778,15.9
11296,0.427777778,15.9
11297,0.186111111,15.6
11298,0.186111111,15.6
11299,0.186111111,15.6
11300,0.186111111,15.6
11301,0.083333333,15.2
11302,0.083333333,15.2
11303,0.083333333,15.2
11304,0.083333333,15.2
11305,0.019444444,15.2
11306,0.019444444,15.2
11307,0.019444444,15.2
11308,0.019444444,15.2
11309,0,14.7
11310,0,14.7
11311,0,14.7
11312,0,14.7
11313,0,14.5
11314,0,14.5
11315,0,14.5
11316,0,14.5
11317,0,14.1
11318,0,14.1
11319,0,14.1
11320,0,14.1
11321,0,13.6
11322,0,13.6
11323,0,13.6
11324,0,13.6
11325,0,13.4
11326,0,13.4
11327,0,13.4
11328,0,13.4
11329,0,13.2
11330,0,13.2
11331,0,13.2
11332,0,13.2
11333,0,12.9
11334,0,12.9
11335,0,12.9
11336,0,12.9
11337,0,12.8
11338,0,12.8
11339,0,12.8
11340,0,12.8
11341,0,12.2
11342,0,12.2
11343,0,12.2
11344,0,12.2
11345,0.008333333,12.3
11346,0.008333333,12.3
11347,0.008333333,12.3
11348,0.008333333,12.3
11349,0.072222222,12.6
11350,0.072222222,12.6
11351,0.072222222,12.6
11352,0.072222222,12.6
11353,0.161111111,13.3
11354,0.161111111,13.3
11355,0.161111111,13.3
11356,0.161111111,13.3
11357,0.144444444,14
11358,0.144444444,14
11359,0.144444444,14
11360,0.144444444,14
11361,0.155555556,14.8
11362,0.155555556,14.8
11363,0.155555556,14.8
11364,0.155555556,14.8
11365,0.222222222,15.7
11366,0.222222222,15.7
11367,0.222222222,15.7
11368,0.222222222,15.7
11369,0.388888889,16.2
11370,0.388888889,16.2
11371,0.388888889,16.2
11372,0.388888889,16.2
11373,0.477777778,16.7
11374,0.477777778,16.7
11375,0.477777778,16.7
11376,0.477777778,16.7
11377,0.508333333,17.2
11378,0.508333333,17.2
11379,0.508333333,17.2
11380,0.508333333,17.2
11381,0.591666667,17.4
11382,0.591666667,17.4
11383,0.591666667,17.4
11384,0.591666667,17.4
11385,0.488888889,17.6
11386,0.488888889,17.6
11387,0.488888889,17.6
11388,0.488888889,17.6
11389,0.3,17.5
11390,0.3,17.5
11391,0.3,17.5
11392,0.3,17.5
11393,0.208333333,17.4
11394,0.208333333,17.4
11395,0.208333333,17.4
11396,0.208333333,17.4
11397,0.108333333,17.1
11398,0.108333333,17.1
11399,0.108333333,17.1
11400,0.108333333,17.1
11401,0.047222222,16.6
11402,0.047222222,16.6
11403,0.047222222,16.6
11404,0.047222222,16.6
11405,0,16.1
11406,0,16.1
11407,0,16.1
11408,0,16.1
11409,0,15.3
11410,0,15.3
11411,0,15.3
11412,0,15.3
11413,0,14.6
11414,0,14.6
11415,0,14.6
11416,0,14.6
11417,0,13.8
11418,0,13.8
11419,0,13.8
11420,0,13.8
11421,0,13.1
11422,0,13.1
11423,0,13.1
11424,0,13.1
11425,0,12.5
11426,0,12.5
11427,0,12.5
11428,0,12.5
11429,0,11.7
11430,0,11.7
11431,0,11.7
11432,0,11.7
11433,0,11.3
11434,0,11.3
11435,0,11.3
11436,0,11.3
11437,0,10.9
11438,0,10.9
11439,0,10.9
11440,0,10.9
11441,0.002777778,10.6
11442,0.002777778,10.6
11443,0.002777778,10.6
11444,0.002777778,10.6
11445,0.016666667,10.9
11446,0.016666667,10.9
11447,0.016666667,10.9
11448,0.016666667,10.9
11449,0.066666667,13.1
11450,0.066666667,13.1
11451,0.066666667,13.1
11452,0.066666667,13.1
11453,0.247222222,15.2
11454,0.247222222,15.2
11455,0.247222222,15.2
11456,0.247222222,15.2
11457,0.333333333,17.9
11458,0.333333333,17.9
11459,0.333333333,17.9
11460,0.333333333,17.9
11461,0.347222222,20.5
11462,0.347222222,20.5
11463,0.347222222,20.5
11464,0.347222222,20.5
11465,0.288888889,21.5
11466,0.288888889,21.5
11467,0.288888889,21.5
11468,0.288888889,21.5
11469,0.375,21.5
11470,0.375,21.5
11471,0.375,21.5
11472,0.375,21.5
11473,0.608333333,21.5
11474,0.608333333,21.5
11475,0.608333333,21.5
11476,0.608333333,21.5
11477,0.497222222,21.6
11478,0.497222222,21.6
11479,0.497222222,21.6
11480,0.497222222,21.6
11481,0.461111111,20.8
11482,0.461111111,20.8
11483,0.461111111,20.8
11484,0.461111111,20.8
11485,0.338888889,20.3
11486,0.338888889,20.3
11487,0.338888889,20.3
11488,0.338888889,20.3
11489,0.225,19.7
11490,0.225,19.7
11491,0.225,19.7
11492,0.225,19.7
11493,0.138888889,18.8
11494,0.138888889,18.8
11495,0.138888889,18.8
11496,0.138888889,18.8
11497,0.041666667,18
11498,0.041666667,18
11499,0.041666667,18
11500,0.041666667,18
11501,0,16.8
11502,0,16.8
11503,0,16.8
11504,0,16.8
11505,0,15
11506,0,15
11507,0,15
11508,0,15
11509,0,13.3
11510,0,13.3
11511,0,13.3
11512,0,13.3
11513,0,11.9
11514,0,11.9
11515,0,11.9
11516,0,11.9
11517,0,10.5
11518,0,10.5
11519,0,10.5
11520,0,10.5
11521,0,9.1
11522,0,9.1
11523,0,9.1
11524,0,9.1
11525,0,7.7
11526,0,7.7
11527,0,7.7
11528,0,7.7
11529,0,6.4
11530,0,6.4
11531,0,6.4
11532,0,6.4
11533,0,5.6
11534,0,5.6
11535,0,5.6
11536,0,5.6
11537,0.033333333,5.1
11538,0.033333333,5.1
11539,0.033333333,5.1
11540,0.033333333,5.1
11541,0.141666667,5.2
11542,0.141666667,5.2
11543,0.141666667,5.2
11544,0.141666667,5.2
11545,0.230555556,6
11546,0.230555556,6
11547,0.230555556,6
11548,0.230555556,6
11549,0.3,6.9
11550,0.3,6.9
11551,0.3,6.9
11552,0.3,6.9
11553,0.502777778,7.8
11554,0.502777778,7.8
11555,0.502777778,7.8
11556,0.502777778,7.8
11557,0.444444444,9
11558,0.444444444,9
11559,0.444444444,9
11560,0.444444444,9
11561,0.763888889,10.4
11562,0.763888889,10.4
11563,0.763888889,10.4
11564,0.763888889,10.4
11565,0.686111111,11.8
11566,0.686111111,11.8
11567,0.686111111,11.8
11568,0.686111111,11.8
11569,0.533333333,12.9
11570,0.533333333,12.9
11571,0.533333333,12.9
11572,0.533333333,12.9
11573,0.516666667,13.4
11574,0.516666667,13.4
11575,0.516666667,13.4
11576,0.516666667,13.4
11577,0.502777778,13.6
11578,0.502777778,13.6
11579,0.502777778,13.6
11580,0.502777778,13.6
11581,0.469444444,13.7
11582,0.469444444,13.7
11583,0.469444444,13.7
11584,0.469444444,13.7
11585,0.319444444,13.6
11586,0.319444444,13.6
11587,0.319444444,13.6
11588,0.319444444,13.6
11589,0.15,13.2
11590,0.15,13.2
11591,0.15,13.2
11592,0.15,13.2
11593,0.022222222,12.3
11594,0.022222222,12.3
11595,0.022222222,12.3
11596,0.022222222,12.3
11597,0,11.2
11598,0,11.2
11599,0,11.2
11600,0,11.2
11601,0,10.7
11602,0,10.7
11603,0,10.7
11604,0,10.7
11605,0,10.2
11606,0,10.2
11607,0,10.2
11608,0,10.2
11609,0,9.6
11610,0,9.6
11611,0,9.6
11612,0,9.6
11613,0,9.1
11614,0,9.1
11615,0,9.1
11616,0,9.1
11617,0,9.3
11618,0,9.3
11619,0,9.3
11620,0,9.3
11621,0,9.6
11622,0,9.6
11623,0,9.6
11624,0,9.6
11625,0,9.7
11626,0,9.7
11627,0,9.7
11628,0,9.7
11629,0,9.7
11630,0,9.7
11631,0,9.7
11632,0,9.7
11633,0.022222222,9.2
11634,0.022222222,9.2
11635,0.022222222,9.2
11636,0.022222222,9.2
11637,0.116666667,9.7
11638,0.116666667,9.7
11639,0.116666667,9.7
11640,0.116666667,9.7
11641,0.277777778,10.2
11642,0.277777778,10.2
11643,0.277777778,10.2
11644,0.277777778,10.2
11645,0.447222222,10.9
11646,0.447222222,10.9
11647,0.447222222,10.9
11648,0.447222222,10.9
11649,0.583333333,11.3
11650,0.583333333,11.3
11651,0.583333333,11.3
11652,0.583333333,11.3
11653,0.705555556,11.8
11654,0.705555556,11.8
11655,0.705555556,11.8
11656,0.705555556,11.8
11657,0.791666667,12.2
11658,0.791666667,12.2
11659,0.791666667,12.2
11660,0.791666667,12.2
11661,0.816666667,12.6
11662,0.816666667,12.6
11663,0.816666667,12.6
11664,0.816666667,12.6
11665,0.811111111,12.9
11666,0.811111111,12.9
11667,0.811111111,12.9
11668,0.811111111,12.9
11669,0.738888889,13.1
11670,0.738888889,13.1
11671,0.738888889,13.1
11672,0.738888889,13.1
11673,0.627777778,13.3
11674,0.627777778,13.3
11675,0.627777778,13.3
11676,0.627777778,13.3
11677,0.488888889,13.4
11678,0.488888889,13.4
11679,0.488888889,13.4
11680,0.488888889,13.4
11681,0.338888889,13.3
11682,0.338888889,13.3
11683,0.338888889,13.3
11684,0.338888889,13.3
11685,0.180555556,13.3
11686,0.180555556,13.3
11687,0.180555556,13.3
11688,0.180555556,13.3
11689,0.038888889,13
11690,0.038888889,13
11691,0.038888889,13
11692,0.038888889,13
11693,0,12.7
11694,0,12.7
11695,0,12.7
11696,0,12.7
11697,0,12.4
11698,0,12.4
11699,0,12.4
11700,0,12.4
11701,0,12
11702,0,12
11703,0,12
11704,0,12
11705,0,11.7
11706,0,11.7
11707,0,11.7
11708,0,11.7
11709,0,11.3
11710,0,11.3
11711,0,11.3
11712,0,11.3
11713,0,10.8
11714,0,10.8
11715,0,10.8
11716,0,10.8
11717,0,10.3
11718,0,10.3
11719,0,10.3
11720,0,10.3
11721,0,10.1
11722,0,10.1
11723,0,10.1
11724,0,10.1
11725,0,9.8
11726,0,9.8
11727,0,9.8
11728,0,9.8
11729,0.036111111,9.6
11730,0.036111111,9.6
11731,0.036111111,9.6
11732,0.036111111,9.6
11733,0.138888889,10
11734,0.138888889,10
11735,0.138888889,10
11736,0.138888889,10
11737,0.172222222,11
11738,0.172222222,11
11739,0.172222222,11
11740,0.172222222,11
11741,0.261111111,13.8
11742,0.261111111,13.8
11743,0.261111111,13.8
11744,0.261111111,13.8
11745,0.330555556,14.1
11746,0.330555556,14.1
11747,0.330555556,14.1
11748,0.330555556,14.1
11749,0.438888889,13.5
11750,0.438888889,13.5
11751,0.438888889,13.5
11752,0.438888889,13.5
11753,0.497222222,12.8
11754,0.497222222,12.8
11755,0.497222222,12.8
11756,0.497222222,12.8
11757,0.552777778,13.1
11758,0.552777778,13.1
11759,0.552777778,13.1
11760,0.552777778,13.1
11761,0.602777778,13.4
11762,0.602777778,13.4
11763,0.602777778,13.4
11764,0.602777778,13.4
11765,0.402777778,13.2
11766,0.402777778,13.2
11767,0.402777778,13.2
11768,0.402777778,13.2
11769,0.166666667,13.8
11770,0.166666667,13.8
11771,0.166666667,13.8
11772,0.166666667,13.8
11773,0.169444444,14.9
11774,0.169444444,14.9
11775,0.169444444,14.9
11776,0.169444444,14.9
11777,0.197222222,15.7
11778,0.197222222,15.7
11779,0.197222222,15.7
11780,0.197222222,15.7
11781,0.088888889,15.9
11782,0.088888889,15.9
11783,0.088888889,15.9
11784,0.088888889,15.9
11785,0.022222222,15.7
11786,0.022222222,15.7
11787,0.022222222,15.7
11788,0.022222222,15.7
11789,0,14.9
11790,0,14.9
11791,0,14.9
11792,0,14.9
11793,0,14
11794,0,14
11795,0,14
11796,0,14
11797,0,13
11798,0,13
11799,0,13
11800,0,13
11801,0,12
11802,0,12
11803,0,12
11804,0,12
11805,0,11
11806,0,11
11807,0,11
11808,0,11
11809,0,10.3
11810,0,10.3
11811,0,10.3
11812,0,10.3
11813,0,9.4
11814,0,9.4
11815,0,9.4
11816,0,9.4
11817,0,9
11818,0,9
11819,0,9
11820,0,9
11821,0,8.5
11822,0,8.5
11823,0,8.5
11824,0,8.5
11825,0.025,8.2
11826,0.025,8.2
11827,0.025,8.2
11828,0.025,8.2
11829,0.158333333,8.5
11830,0.158333333,8.5
11831,0.158333333,8.5
11832,0.158333333,8.5
11833,0.302777778,10.2
11834,0.302777778,10.2
11835,0.302777778,10.2
11836,0.302777778,10.2
11837,0.45,11.8
11838,0.45,11.8
11839,0.45,11.8
11840,0.45,11.8
11841,0.563888889,13.8
11842,0.563888889,13.8
11843,0.563888889,13.8
11844,0.563888889,13.8
11845,0.713888889,15.4
11846,0.713888889,15.4
11847,0.713888889,15.4
11848,0.713888889,15.4
11849,0.797222222,16.6
11850,0.797222222,16.6
11851,0.797222222,16.6
11852,0.797222222,16.6
11853,0.788888889,17.6
11854,0.788888889,17.6
11855,0.788888889,17.6
11856,0.788888889,17.6
11857,0.802777778,18.3
11858,0.802777778,18.3
11859,0.802777778,18.3
11860,0.802777778,18.3
11861,0.702777778,18.9
11862,0.702777778,18.9
11863,0.702777778,18.9
11864,0.702777778,18.9
11865,0.658333333,19.2
11866,0.658333333,19.2
11867,0.658333333,19.2
11868,0.658333333,19.2
11869,0.5,19.1
11870,0.5,19.1
11871,0.5,19.1
11872,0.5,19.1
11873,0.286111111,18.3
11874,0.286111111,18.3
11875,0.286111111,18.3
11876,0.286111111,18.3
11877,0.113888889,17.5
11878,0.113888889,17.5
11879,0.113888889,17.5
11880,0.113888889,17.5
11881,0.036111111,16.4
11882,0.036111111,16.4
11883,0.036111111,16.4
11884,0.036111111,16.4
11885,0,15.2
11886,0,15.2
11887,0,15.2
11888,0,15.2
11889,0,14.1
11890,0,14.1
11891,0,14.1
11892,0,14.1
11893,0,12.9
11894,0,12.9
11895,0,12.9
11896,0,12.9
11897,0,11.8
11898,0,11.8
11899,0,11.8
11900,0,11.8
11901,0,10.7
11902,0,10.7
11903,0,10.7
11904,0,10.7
11905,0,9.8
11906,0,9.8
11907,0,9.8
11908,0,9.8
11909,0,8.9
11910,0,8.9
11911,0,8.9
11912,0,8.9
11913,0,8.4
11914,0,8.4
11915,0,8.4
11916,0,8.4
11917,0,8
11918,0,8
11919,0,8
11920,0,8
11921,0.008333333,7.9
11922,0.008333333,7.9
11923,0.008333333,7.9
11924,0.008333333,7.9
11925,0.038888889,8.4
11926,0.038888889,8.4
11927,0.038888889,8.4
11928,0.038888889,8.4
11929,0.072222222,9.4
11930,0.072222222,9.4
11931,0.072222222,9.4
11932,0.072222222,9.4
11933,0.147222222,11
11934,0.147222222,11
11935,0.147222222,11
11936,0.147222222,11
11937,0.288888889,13.1
11938,0.288888889,13.1
11939,0.288888889,13.1
11940,0.288888889,13.1
11941,0.377777778,15
11942,0.377777778,15
11943,0.377777778,15
11944,0.377777778,15
11945,0.330555556,16.8
11946,0.330555556,16.8
11947,0.330555556,16.8
11948,0.330555556,16.8
11949,0.472222222,17.1
11950,0.472222222,17.1
11951,0.472222222,17.1
11952,0.472222222,17.1
11953,0.35,17.3
11954,0.35,17.3
11955,0.35,17.3
11956,0.35,17.3
11957,0.469444444,17.3
11958,0.469444444,17.3
11959,0.469444444,17.3
11960,0.469444444,17.3
11961,0.658333333,17.4
11962,0.658333333,17.4
11963,0.658333333,17.4
11964,0.658333333,17.4
11965,0.519444444,17.3
11966,0.519444444,17.3
11967,0.519444444,17.3
11968,0.519444444,17.3
11969,0.352777778,16.9
11970,0.352777778,16.9
11971,0.352777778,16.9
11972,0.352777778,16.9
11973,0.191666667,16.3
11974,0.191666667,16.3
11975,0.191666667,16.3
11976,0.191666667,16.3
11977,0.047222222,15.5
11978,0.047222222,15.5
11979,0.047222222,15.5
11980,0.047222222,15.5
11981,0,14.5
11982,0,14.5
11983,0,14.5
11984,0,14.5
11985,0,13.5
11986,0,13.5
11987,0,13.5
11988,0,13.5
11989,0,12.4
11990,0,12.4
11991,0,12.4
11992,0,12.4
11993,0,11.3
11994,0,11.3
11995,0,11.3
11996,0,11.3
11997,0,10.3
11998,0,10.3
11999,0,10.3
12000,0,10.3
12001,0,9.8
12002,0,9.8
12003,0,9.8
12004,0,9.8
12005,0,9.4
12006,0,9.4
12007,0,9.4
12008,0,9.4
12009,0,9.2
12010,0,9.2
12011,0,9.2
12012,0,9.2
12013,0,9
12014,0,9
12015,0,9
12016,0,9
12017,0.013888889,9
12018,0.013888889,9
12019,0.013888889,9
12020,0.013888889,9
12021,0.055555556,9.3
12022,0.055555556,9.3
12023,0.055555556,9.3
12024,0.055555556,9.3
12025,0.188888889,9.8
12026,0.188888889,9.8
12027,0.188888889,9.8
12028,0.188888889,9.8
12029,0.463888889,11.2
12030,0.463888889,11.2
12031,0.463888889,11.2
12032,0.463888889,11.2
12033,0.588888889,12.2
12034,0.588888889,12.2
12035,0.588888889,12.2
12036,0.588888889,12.2
12037,0.716666667,12.8
12038,0.716666667,12.8
12039,0.716666667,12.8
12040,0.716666667,12.8
12041,0.772222222,13.7
12042,0.772222222,13.7
12043,0.772222222,13.7
12044,0.772222222,13.7
12045,0.791666667,14.6
12046,0.791666667,14.6
12047,0.791666667,14.6
12048,0.791666667,14.6
12049,0.65,15.2
12050,0.65,15.2
12051,0.65,15.2
12052,0.65,15.2
12053,0.725,16.2
12054,0.725,16.2
12055,0.725,16.2
12056,0.725,16.2
12057,0.636111111,16.7
12058,0.636111111,16.7
12059,0.636111111,16.7
12060,0.636111111,16.7
12061,0.494444444,17.6
12062,0.494444444,17.6
12063,0.494444444,17.6
12064,0.494444444,17.6
12065,0.338888889,18.1
12066,0.338888889,18.1
12067,0.338888889,18.1
12068,0.338888889,18.1
12069,0.15,18.2
12070,0.15,18.2
12071,0.15,18.2
12072,0.15,18.2
12073,0.027777778,17.7
12074,0.027777778,17.7
12075,0.027777778,17.7
12076,0.027777778,17.7
12077,0,16.9
12078,0,16.9
12079,0,16.9
12080,0,16.9
12081,0,16
12082,0,16
