t_qh,solar_e_prod_normalized,ambient_temperature_deg_c
14513,0.077777778,5.2
14514,0.077777778,5.2
14515,0.077777778,5.2
14516,0.077777778,5.2
14517,0.191666667,6
14518,0.191666667,6
14519,0.191666667,6
14520,0.191666667,6
14521,0.361111111,7.2
14522,0.361111111,7.2
14523,0.361111111,7.2
14524,0.361111111,7.2
14525,0.427777778,8.5
14526,0.427777778,8.5
14527,0.427777778,8.5
14528,0.427777778,8.5
14529,0.494444444,9.9
14530,0.494444444,9.9
14531,0.494444444,9.9
14532,0.494444444,9.9
14533,0.605555556,11.3
14534,0.605555556,11.3
14535,0.605555556,11.3
14536,0.605555556,11.3
14537,0.522222222,12.7
14538,0.522222222,12.7
14539,0.522222222,12.7
14540,0.522222222,12.7
14541,0.680555556,13.9
14542,0.680555556,13.9
14543,0.680555556,13.9
14544,0.680555556,13.9
14545,0.722222222,14.8
14546,0.722222222,14.8
14547,0.722222222,14.8
14548,0.722222222,14.8
14549,0.655555556,15.4
14550,0.655555556,15.4
14551,0.655555556,15.4
14552,0.655555556,15.4
14553,0.472222222,15.7
14554,0.472222222,15.7
14555,0.472222222,15.7
14556,0.472222222,15.7
14557,0.380555556,15.7
14558,0.380555556,15.7
14559,0.380555556,15.7
14560,0.380555556,15.7
14561,0.327777778,15.4
14562,0.327777778,15.4
14563,0.327777778,15.4
14564,0.327777778,15.4
14565,0.25,14.8
14566,0.25,14.8
14567,0.25,14.8
14568,0.25,14.8
14569,0.091666667,13.8
14570,0.091666667,13.8
14571,0.091666667,13.8
14572,0.091666667,13.8
14573,0.011111111,12.6
14574,0.011111111,12.6
14575,0.011111111,12.6
14576,0.011111111,12.6
14577,0,11.3
14578,0,11.3
14579,0,11.3
14580,0,11.3
14581,0,9.7
14582,0,9.7
14583,0,9.7
14584,0,9.7
14585,0,8
14586,0,8
14587,0,8
14588,0,8
14589,0,6.4
14590,0,6.4
14591,0,6.4
14592,0,6.4
14593,0,5.9
14594,0,5.9
14595,0,5.9
14596,0,5.9
14597,0,5.3
14598,0,5.3
14599,0,5.3
14600,0,5.3
14601,0,4.9
14602,0,4.9
14603,0,4.9
14604,0,4.9
14605,0.005555556,4.6
14606,0.005555556,4.6
14607,0.005555556,4.6
14608,0.005555556,4.6
14609,0.086111111,4.6
14610,0.086111111,4.6
14611,0.086111111,4.6
14612,0.086111111,4.6
14613,0.227777778,5.7
14614,0.227777778,5.7
14615,0.227777778,5.7
14616,0.227777778,5.7
14617,0.363888889,7
14618,0.363888889,7
14619,0.363888889,7
14620,0.363888889,7
14621,0.411111111,8.6
14622,0.411111111,8.6
14623,0.411111111,8.6
14624,0.411111111,8.6
14625,0.3,10.3
14626,0.3,10.3
14627,0.3,10.3
14628,0.3,10.3
14629,0.797222222,11.9
14630,0.797222222,11.9
14631,0.797222222,11.9
14632,0.797222222,11.9
14633,0.852777778,13.4
14634,0.852777778,13.4
14635,0.852777778,13.4
14636,0.852777778,13.4
14637,0.922222222,14.7
14638,0.922222222,14.7
14639,0.922222222,14.7
14640,0.922222222,14.7
14641,0.758333333,15.7
14642,0.758333333,15.7
14643,0.758333333,15.7
14644,0.758333333,15.7
14645,0.725,16.4
14646,0.725,16.4
14647,0.725,16.4
14648,0.725,16.4
14649,0.711111111,16.9
14650,0.711111111,16.9
14651,0.711111111,16.9
14652,0.711111111,16.9
14653,0.561111111,17
14654,0.561111111,17
14655,0.561111111,17
14656,0.561111111,17
14657,0.375,16.8
14658,0.375,16.8
14659,0.375,16.8
14660,0.375,16.8
14661,0.252777778,16.2
14662,0.252777778,16.2
14663,0.252777778,16.2
14664,0.252777778,16.2
14665,0.113888889,15.2
14666,0.113888889,15.2
14667,0.113888889,15.2
14668,0.113888889,15.2
14669,0.016666667,14
14670,0.016666667,14
14671,0.016666667,14
14672,0.016666667,14
14673,0,12.7
14674,0,12.7
14675,0,12.7
14676,0,12.7
14677,0,11
14678,0,11
14679,0,11
14680,0,11
14681,0,9.4
14682,0,9.4
14683,0,9.4
14684,0,9.4
14685,0,7.7
14686,0,7.7
14687,0,7.7
14688,0,7.7
14689,0,6.9
14690,0,6.9
14691,0,6.9
14692,0,6.9
14693,0,6
14694,0,6
14695,0,6
14696,0,6
14697,0,5.4
14698,0,5.4
14699,0,5.4
14700,0,5.4
14701,0.005555556,5
14702,0.005555556,5
14703,0.005555556,5
14704,0.005555556,5
14705,0.075,5.1
14706,0.075,5.1
14707,0.075,5.1
14708,0.075,5.1
14709,0.213888889,6.1
14710,0.213888889,6.1
14711,0.213888889,6.1
14712,0.213888889,6.1
14713,0.358333333,7.6
14714,0.358333333,7.6
14715,0.358333333,7.6
14716,0.358333333,7.6
14717,0.516666667,9.1
14718,0.516666667,9.1
14719,0.516666667,9.1
14720,0.516666667,9.1
14721,0.661111111,10.7
14722,0.661111111,10.7
14723,0.661111111,10.7
14724,0.661111111,10.7
14725,0.761111111,12.3
14726,0.761111111,12.3
14727,0.761111111,12.3
14728,0.761111111,12.3
14729,0.844444444,13.7
14730,0.844444444,13.7
14731,0.844444444,13.7
14732,0.844444444,13.7
14733,0.852777778,15
14734,0.852777778,15
14735,0.852777778,15
14736,0.852777778,15
14737,0.791666667,16.1
14738,0.791666667,16.1
14739,0.791666667,16.1
14740,0.791666667,16.1
14741,0.766666667,16.9
14742,0.766666667,16.9
14743,0.766666667,16.9
14744,0.766666667,16.9
14745,0.552777778,17.4
14746,0.552777778,17.4
14747,0.552777778,17.4
14748,0.552777778,17.4
14749,0.483333333,17.5
14750,0.483333333,17.5
14751,0.483333333,17.5
14752,0.483333333,17.5
14753,0.358333333,17.3
14754,0.358333333,17.3
14755,0.358333333,17.3
14756,0.358333333,17.3
14757,0.119444444,16.7
14758,0.119444444,16.7
14759,0.119444444,16.7
14760,0.119444444,16.7
14761,0.075,15.8
14762,0.075,15.8
14763,0.075,15.8
14764,0.075,15.8
14765,0.022222222,14.6
14766,0.022222222,14.6
14767,0.022222222,14.6
14768,0.022222222,14.6
14769,0,13.2
14770,0,13.2
14771,0,13.2
14772,0,13.2
14773,0,11.8
14774,0,11.8
14775,0,11.8
14776,0,11.8
14777,0,10.4
14778,0,10.4
14779,0,10.4
14780,0,10.4
14781,0,9
14782,0,9
14783,0,9
14784,0,9
14785,0,8.3
14786,0,8.3
14787,0,8.3
14788,0,8.3
14789,0,7.6
14790,0,7.6
14791,0,7.6
14792,0,7.6
14793,0,7.2
14794,0,7.2
14795,0,7.2
14796,0,7.2
14797,0.013888889,6.9
14798,0.013888889,6.9
14799,0.013888889,6.9
14800,0.013888889,6.9
14801,0.055555556,6.9
14802,0.055555556,6.9
14803,0.055555556,6.9
14804,0.055555556,6.9
14805,0.111111111,8.3
14806,0.111111111,8.3
14807,0.111111111,8.3
14808,0.111111111,8.3
14809,0.127777778,10
14810,0.127777778,10
14811,0.127777778,10
14812,0.127777778,10
14813,0.261111111,11.8
14814,0.261111111,11.8
14815,0.261111111,11.8
14816,0.261111111,11.8
14817,0.227777778,13.8
14818,0.227777778,13.8
14819,0.227777778,13.8
14820,0.227777778,13.8
14821,0.216666667,15.6
14822,0.216666667,15.6
14823,0.216666667,15.6
14824,0.216666667,15.6
14825,0.183333333,17.4
14826,0.183333333,17.4
14827,0.183333333,17.4
14828,0.183333333,17.4
14829,0.386111111,18.8
14830,0.386111111,18.8
14831,0.386111111,18.8
14832,0.386111111,18.8
14833,0.783333333,20.1
14834,0.783333333,20.1
14835,0.783333333,20.1
14836,0.783333333,20.1
14837,0.783333333,21
14838,0.783333333,21
14839,0.783333333,21
14840,0.783333333,21
14841,0.694444444,21.5
14842,0.694444444,21.5
14843,0.694444444,21.5
14844,0.694444444,21.5
14845,0.563888889,21.7
14846,0.563888889,21.7
14847,0.563888889,21.7
14848,0.563888889,21.7
14849,0.416666667,21.6
14850,0.416666667,21.6
14851,0.416666667,21.6
14852,0.416666667,21.6
14853,0.261111111,21
14854,0.261111111,21
14855,0.261111111,21
14856,0.261111111,21
14857,0.133333333,19.9
14858,0.133333333,19.9
14859,0.133333333,19.9
14860,0.133333333,19.9
14861,0.022222222,18.5
14862,0.022222222,18.5
14863,0.022222222,18.5
14864,0.022222222,18.5
14865,0,17
14866,0,17
14867,0,17
14868,0,17
14869,0,15.5
14870,0,15.5
14871,0,15.5
14872,0,15.5
14873,0,14.1
14874,0,14.1
14875,0,14.1
14876,0,14.1
14877,0,12.6
14878,0,12.6
14879,0,12.6
14880,0,12.6
14881,0,11.8
14882,0,11.8
14883,0,11.8
14884,0,11.8
14885,0,11
14886,0,11
14887,0,11
14888,0,11
14889,0,10.7
14890,0,10.7
14891,0,10.7
14892,0,10.7
14893,0.002777778,10.4
14894,0.002777778,10.4
14895,0.002777778,10.4
14896,0.002777778,10.4
14897,0.008333333,10.5
14898,0.008333333,10.5
14899,0.008333333,10.5
14900,0.008333333,10.5
14901,0.041666667,10.9
14902,0.041666667,10.9
14903,0.041666667,10.9
14904,0.041666667,10.9
14905,0.055555556,11.5
14906,0.055555556,11.5
14907,0.055555556,11.5
14908,0.055555556,11.5
14909,0.219444444,11.3
14910,0.219444444,11.3
14911,0.219444444,11.3
14912,0.219444444,11.3
14913,0.538888889,11.5
14914,0.538888889,11.5
14915,0.538888889,11.5
14916,0.538888889,11.5
14917,0.463888889,11.6
14918,0.463888889,11.6
14919,0.463888889,11.6
14920,0.463888889,11.6
14921,0.3,11.7
14922,0.3,11.7
14923,0.3,11.7
14924,0.3,11.7
14925,0.177777778,12.3
14926,0.177777778,12.3
14927,0.177777778,12.3
14928,0.177777778,12.3
14929,0.086111111,13.5
14930,0.086111111,13.5
14931,0.086111111,13.5
14932,0.086111111,13.5
14933,0.061111111,14.9
14934,0.061111111,14.9
14935,0.061111111,14.9
14936,0.061111111,14.9
14937,0.052777778,16.2
14938,0.052777778,16.2
14939,0.052777778,16.2
14940,0.052777778,16.2
14941,0.030555556,17
14942,0.030555556,17
14943,0.030555556,17
14944,0.030555556,17
14945,0.052777778,17.7
14946,0.052777778,17.7
14947,0.052777778,17.7
14948,0.052777778,17.7
14949,0.036111111,18.1
14950,0.036111111,18.1
14951,0.036111111,18.1
14952,0.036111111,18.1
14953,0.016666667,17.9
14954,0.016666667,17.9
14955,0.016666667,17.9
14956,0.016666667,17.9
14957,0.005555556,17.4
14958,0.005555556,17.4
14959,0.005555556,17.4
14960,0.005555556,17.4
14961,0,16.7
14962,0,16.7
14963,0,16.7
14964,0,16.7
14965,0,15.9
14966,0,15.9
14967,0,15.9
14968,0,15.9
14969,0,15.1
14970,0,15.1
14971,0,15.1
14972,0,15.1
14973,0,14.3
14974,0,14.3
14975,0,14.3
14976,0,14.3
14977,0,13.4
14978,0,13.4
14979,0,13.4
14980,0,13.4
14981,0,12.6
14982,0,12.6
14983,0,12.6
14984,0,12.6
14985,0,12.1
14986,0,12.1
14987,0,12.1
14988,0,12.1
14989,0.005555556,11.8
14990,0.005555556,11.8
14991,0.005555556,11.8
14992,0.005555556,11.8
14993,0.038888889,11.8
14994,0.038888889,11.8
14995,0.038888889,11.8
14996,0.038888889,11.8
14997,0.177777778,12.1
14998,0.177777778,12.1
14999,0.177777778,12.1
15000,0.177777778,12.1
15001,0.180555556,12.6
15002,0.180555556,12.6
15003,0.180555556,12.6
15004,0.180555556,12.6
15005,0.163888889,12.6
15006,0.163888889,12.6
15007,0.163888889,12.6
15008,0.163888889,12.6
15009,0.311111111,13.7
15010,0.311111111,13.7
15011,0.311111111,13.7
15012,0.311111111,13.7
15013,0.375,14.6
15014,0.375,14.6
15015,0.375,14.6
15016,0.375,14.6
15017,0.277777778,15.3
15018,0.277777778,15.3
15019,0.277777778,15.3
15020,0.277777778,15.3
15021,0.222222222,15.8
15022,0.222222222,15.8
15023,0.222222222,15.8
15024,0.222222222,15.8
15025,0.152777778,16.2
15026,0.152777778,16.2
15027,0.152777778,16.2
15028,0.152777778,16.2
15029,0.144444444,16.4
15030,0.144444444,16.4
15031,0.144444444,16.4
15032,0.144444444,16.4
15033,0.127777778,16.8
15034,0.127777778,16.8
15035,0.127777778,16.8
15036,0.127777778,16.8
15037,0.152777778,16.9
15038,0.152777778,16.9
15039,0.152777778,16.9
15040,0.152777778,16.9
15041,0.075,16.8
15042,0.075,16.8
15043,0.075,16.8
15044,0.075,16.8
15045,0.058333333,16.5
15046,0.058333333,16.5
15047,0.058333333,16.5
15048,0.058333333,16.5
15049,0.055555556,16.1
15050,0.055555556,16.1
15051,0.055555556,16.1
15052,0.055555556,16.1
15053,0.005555556,15.6
15054,0.005555556,15.6
15055,0.005555556,15.6
15056,0.005555556,15.6
15057,0,15
15058,0,15
15059,0,15
15060,0,15
15061,0,13.7
15062,0,13.7
15063,0,13.7
15064,0,13.7
15065,0,12.5
15066,0,12.5
15067,0,12.5
15068,0,12.5
15069,0,11.2
15070,0,11.2
15071,0,11.2
15072,0,11.2
15073,0,10.2
15074,0,10.2
15075,0,10.2
15076,0,10.2
15077,0,9.2
15078,0,9.2
15079,0,9.2
15080,0,9.2
15081,0,8.7
15082,0,8.7
15083,0,8.7
15084,0,8.7
15085,0.005555556,8.3
15086,0.005555556,8.3
15087,0.005555556,8.3
15088,0.005555556,8.3
15089,0.036111111,8.3
15090,0.036111111,8.3
15091,0.036111111,8.3
15092,0.036111111,8.3
15093,0.083333333,9.2
15094,0.083333333,9.2
15095,0.083333333,9.2
15096,0.083333333,9.2
15097,0.213888889,10.3
15098,0.213888889,10.3
15099,0.213888889,10.3
15100,0.213888889,10.3
15101,0.294444444,12
15102,0.294444444,12
15103,0.294444444,12
15104,0.294444444,12
15105,0.355555556,13.4
15106,0.355555556,13.4
15107,0.355555556,13.4
15108,0.355555556,13.4
15109,0.380555556,14.9
15110,0.380555556,14.9
15111,0.380555556,14.9
15112,0.380555556,14.9
15113,0.402777778,16.1
15114,0.402777778,16.1
15115,0.402777778,16.1
15116,0.402777778,16.1
15117,0.586111111,16.9
15118,0.586111111,16.9
15119,0.586111111,16.9
15120,0.586111111,16.9
15121,0.630555556,16.6
15122,0.630555556,16.6
15123,0.630555556,16.6
15124,0.630555556,16.6
15125,0.788888889,16.3
15126,0.788888889,16.3
15127,0.788888889,16.3
15128,0.788888889,16.3
15129,0.708333333,16.4
15130,0.708333333,16.4
15131,0.708333333,16.4
15132,0.708333333,16.4
15133,0.602777778,15.6
15134,0.602777778,15.6
15135,0.602777778,15.6
15136,0.602777778,15.6
15137,0.425,14.8
15138,0.425,14.8
15139,0.425,14.8
15140,0.425,14.8
15141,0.236111111,13.9
15142,0.236111111,13.9
15143,0.236111111,13.9
15144,0.236111111,13.9
15145,0.083333333,13
15146,0.083333333,13
15147,0.083333333,13
15148,0.083333333,13
15149,0.013888889,12.2
15150,0.013888889,12.2
15151,0.013888889,12.2
15152,0.013888889,12.2
15153,0,11.5
15154,0,11.5
15155,0,11.5
15156,0,11.5
15157,0,11.2
15158,0,11.2
15159,0,11.2
15160,0,11.2
15161,0,10.9
15162,0,10.9
15163,0,10.9
15164,0,10.9
15165,0,10.6
15166,0,10.6
15167,0,10.6
15168,0,10.6
15169,0,10.7
15170,0,10.7
15171,0,10.7
15172,0,10.7
15173,0,10.8
15174,0,10.8
15175,0,10.8
15176,0,10.8
15177,0,10.3
15178,0,10.3
15179,0,10.3
15180,0,10.3
15181,0.011111111,10.8
15182,0.011111111,10.8
15183,0.011111111,10.8
15184,0.011111111,10.8
15185,0.047222222,10.9
15186,0.047222222,10.9
15187,0.047222222,10.9
15188,0.047222222,10.9
15189,0.080555556,11.6
15190,0.080555556,11.6
15191,0.080555556,11.6
15192,0.080555556,11.6
15193,0.155555556,12.4
15194,0.155555556,12.4
15195,0.155555556,12.4
15196,0.155555556,12.4
15197,0.388888889,13.1
15198,0.388888889,13.1
15199,0.388888889,13.1
15200,0.388888889,13.1
15201,0.347222222,14
15202,0.347222222,14
15203,0.347222222,14
15204,0.347222222,14
15205,0.147222222,14.7
15206,0.147222222,14.7
15207,0.147222222,14.7
15208,0.147222222,14.7
15209,0.163888889,15.5
15210,0.163888889,15.5
15211,0.163888889,15.5
15212,0.163888889,15.5
15213,0.194444444,16.1
15214,0.194444444,16.1
15215,0.194444444,16.1
15216,0.194444444,16.1
15217,0.186111111,16.8
15218,0.186111111,16.8
15219,0.186111111,16.8
15220,0.186111111,16.8
15221,0.116666667,17.3
15222,0.116666667,17.3
15223,0.116666667,17.3
15224,0.116666667,17.3
15225,0.158333333,17.6
15226,0.158333333,17.6
15227,0.158333333,17.6
15228,0.158333333,17.6
15229,0.2,17.8
15230,0.2,17.8
15231,0.2,17.8
15232,0.2,17.8
15233,0.2,17.8
15234,0.2,17.8
15235,0.2,17.8
15236,0.2,17.8
15237,0.277777778,17.5
15238,0.277777778,17.5
15239,0.277777778,17.5
15240,0.277777778,17.5
15241,0.094444444,17
15242,0.094444444,17
15243,0.094444444,17
15244,0.094444444,17
15245,0.016666667,16.5
15246,0.016666667,16.5
15247,0.016666667,16.5
15248,0.016666667,16.5
15249,0,15.7
15250,0,15.7
15251,0,15.7
15252,0,15.7
15253,0,15.2
15254,0,15.2
15255,0,15.2
15256,0,15.2
15257,0,14.6
15258,0,14.6
15259,0,14.6
15260,0,14.6
15261,0,13.9
15262,0,13.9
15263,0,13.9
15264,0,13.9
15265,0,13.4
15266,0,13.4
15267,0,13.4
15268,0,13.4
15269,0,12.8
15270,0,12.8
15271,0,12.8
15272,0,12.8
15273,0,12.7
15274,0,12.7
15275,0,12.7
15276,0,12.7
15277,0.008333333,12.5
15278,0.008333333,12.5
15279,0.008333333,12.5
15280,0.008333333,12.5
15281,0.030555556,12.6
15282,0.030555556,12.6
15283,0.030555556,12.6
15284,0.030555556,12.6
15285,0.027777778,13.1
15286,0.027777778,13.1
15287,0.027777778,13.1
15288,0.027777778,13.1
15289,0.105555556,13.5
15290,0.105555556,13.5
15291,0.105555556,13.5
15292,0.105555556,13.5
15293,0.361111111,13.5
15294,0.361111111,13.5
15295,0.361111111,13.5
15296,0.361111111,13.5
15297,0.575,14.1
15298,0.575,14.1
15299,0.575,14.1
15300,0.575,14.1
15301,0.727777778,15.3
15302,0.727777778,15.3
15303,0.727777778,15.3
15304,0.727777778,15.3
15305,0.727777778,16.6
15306,0.727777778,16.6
15307,0.727777778,16.6
15308,0.727777778,16.6
15309,0.922222222,17.5
15310,0.922222222,17.5
15311,0.922222222,17.5
15312,0.922222222,17.5
15313,0.905555556,18.5
15314,0.905555556,18.5
15315,0.905555556,18.5
15316,0.905555556,18.5
15317,0.811111111,18.8
15318,0.811111111,18.8
15319,0.811111111,18.8
15320,0.811111111,18.8
15321,0.747222222,17.8
15322,0.747222222,17.8
15323,0.747222222,17.8
15324,0.747222222,17.8
15325,0.611111111,17.7
15326,0.611111111,17.7
15327,0.611111111,17.7
15328,0.611111111,17.7
15329,0.452777778,17.5
15330,0.452777778,17.5
15331,0.452777778,17.5
15332,0.452777778,17.5
15333,0.291666667,17.1
15334,0.291666667,17.1
15335,0.291666667,17.1
15336,0.291666667,17.1
15337,0.138888889,16.7
15338,0.138888889,16.7
15339,0.138888889,16.7
15340,0.138888889,16.7
15341,0.025,16.2
15342,0.025,16.2
15343,0.025,16.2
15344,0.025,16.2
15345,0,15.7
15346,0,15.7
15347,0,15.7
15348,0,15.7
15349,0,15.2
15350,0,15.2
15351,0,15.2
15352,0,15.2
15353,0,14.7
15354,0,14.7
15355,0,14.7
15356,0,14.7
15357,0,14.2
15358,0,14.2
15359,0,14.2
15360,0,14.2
15361,0,13.5
15362,0,13.5
15363,0,13.5
15364,0,13.5
15365,0,13
15366,0,13
15367,0,13
15368,0,13
15369,0,12.7
15370,0,12.7
15371,0,12.7
15372,0,12.7
15373,0.002777778,12.5
15374,0.002777778,12.5
15375,0.002777778,12.5
15376,0.002777778,12.5
15377,0.025,12.6
15378,0.025,12.6
15379,0.025,12.6
15380,0.025,12.6
15381,0.038888889,13.1
15382,0.038888889,13.1
15383,0.038888889,13.1
15384,0.038888889,13.1
15385,0.161111111,13.7
15386,0.161111111,13.7
15387,0.161111111,13.7
15388,0.161111111,13.7
15389,0.3,14.3
15390,0.3,14.3
15391,0.3,14.3
15392,0.3,14.3
15393,0.475,14.9
15394,0.475,14.9
15395,0.475,14.9
15396,0.475,14.9
15397,0.608333333,15.4
15398,0.608333333,15.4
15399,0.608333333,15.4
15400,0.608333333,15.4
15401,0.488888889,15.9
15402,0.488888889,15.9
15403,0.488888889,15.9
15404,0.488888889,15.9
15405,0.608333333,16.3
15406,0.608333333,16.3
15407,0.608333333,16.3
15408,0.608333333,16.3
15409,0.422222222,16.7
15410,0.422222222,16.7
15411,0.422222222,16.7
15412,0.422222222,16.7
15413,0.319444444,16.9
15414,0.319444444,16.9
15415,0.319444444,16.9
15416,0.319444444,16.9
15417,0.255555556,17.1
15418,0.255555556,17.1
15419,0.255555556,17.1
15420,0.255555556,17.1
15421,0.116666667,17
15422,0.116666667,17
15423,0.116666667,17
15424,0.116666667,17
15425,0.194444444,17
15426,0.194444444,17
15427,0.194444444,17
15428,0.194444444,17
15429,0.216666667,16
15430,0.216666667,16
15431,0.216666667,16
15432,0.216666667,16
15433,0.138888889,16.1
15434,0.138888889,16.1
15435,0.138888889,16.1
15436,0.138888889,16.1
15437,0.036111111,15.5
15438,0.036111111,15.5
15439,0.036111111,15.5
15440,0.036111111,15.5
15441,0,15.1
15442,0,15.1
15443,0,15.1
15444,0,15.1
15445,0,15
15446,0,15
15447,0,15
15448,0,15
15449,0,14.7
15450,0,14.7
15451,0,14.7
15452,0,14.7
15453,0,14.5
15454,0,14.5
15455,0,14.5
15456,0,14.5
15457,0,14.6
15458,0,14.6
15459,0,14.6
15460,0,14.6
15461,0,14.7
15462,0,14.7
15463,0,14.7
15464,0,14.7
15465,0,14.7
15466,0,14.7
15467,0,14.7
15468,0,14.7
15469,0.008333333,14.8
15470,0.008333333,14.8
15471,0.008333333,14.8
15472,0.008333333,14.8
15473,0.086111111,14.8
15474,0.086111111,14.8
15475,0.086111111,14.8
15476,0.086111111,14.8
15477,0.227777778,15.3
15478,0.227777778,15.3
15479,0.227777778,15.3
15480,0.227777778,15.3
15481,0.372222222,16.9
15482,0.372222222,16.9
15483,0.372222222,16.9
15484,0.372222222,16.9
15485,0.541666667,17.9
15486,0.541666667,17.9
15487,0.541666667,17.9
15488,0.541666667,17.9
15489,0.663888889,19.3
15490,0.663888889,19.3
15491,0.663888889,19.3
15492,0.663888889,19.3
15493,0.652777778,20.3
15494,0.652777778,20.3
15495,0.652777778,20.3
15496,0.652777778,20.3
15497,0.711111111,20.9
15498,0.711111111,20.9
15499,0.711111111,20.9
15500,0.711111111,20.9
15501,0.738888889,21.4
15502,0.738888889,21.4
15503,0.738888889,21.4
15504,0.738888889,21.4
15505,0.913888889,21.8
15506,0.913888889,21.8
15507,0.913888889,21.8
15508,0.913888889,21.8
15509,0.847222222,21.8
15510,0.847222222,21.8
15511,0.847222222,21.8
15512,0.847222222,21.8
15513,0.741666667,22.1
15514,0.741666667,22.1
15515,0.741666667,22.1
15516,0.741666667,22.1
15517,0.611111111,22.3
15518,0.611111111,22.3
15519,0.611111111,22.3
15520,0.611111111,22.3
15521,0.458333333,22.8
15522,0.458333333,22.8
15523,0.458333333,22.8
15524,0.458333333,22.8
15525,0.3,23
15526,0.3,23
15527,0.3,23
15528,0.3,23
15529,0.147222222,23
15530,0.147222222,23
15531,0.147222222,23
15532,0.147222222,23
15533,0.025,22.5
15534,0.025,22.5
15535,0.025,22.5
15536,0.025,22.5
15537,0,21.7
15538,0,21.7
15539,0,21.7
15540,0,21.7
15541,0,20.1
15542,0,20.1
15543,0,20.1
15544,0,20.1
15545,0,18.5
15546,0,18.5
15547,0,18.5
15548,0,18.5
15549,0,16.9
15550,0,16.9
15551,0,16.9
15552,0,16.9
15553,0,15.5
15554,0,15.5
15555,0,15.5
15556,0,15.5
15557,0,14
15558,0,14
15559,0,14
15560,0,14
15561,0,13.2
15562,0,13.2
15563,0,13.2
15564,0,13.2
15565,0.008333333,12.7
15566,0.008333333,12.7
15567,0.008333333,12.7
15568,0.008333333,12.7
15569,0.088888889,12.7
15570,0.088888889,12.7
15571,0.088888889,12.7
15572,0.088888889,12.7
15573,0.219444444,13
15574,0.219444444,13
15575,0.219444444,13
15576,0.219444444,13
15577,0.372222222,14
15578,0.372222222,14
15579,0.372222222,14
15580,0.372222222,14
15581,0.55,15.5
15582,0.55,15.5
15583,0.55,15.5
15584,0.55,15.5
15585,0.691666667,17.1
15586,0.691666667,17.1
15587,0.691666667,17.1
15588,0.691666667,17.1
15589,0.772222222,18.1
15590,0.772222222,18.1
15591,0.772222222,18.1
15592,0.772222222,18.1
15593,0.880555556,18.9
15594,0.880555556,18.9
15595,0.880555556,18.9
15596,0.880555556,18.9
15597,0.908333333,19
15598,0.908333333,19
15599,0.908333333,19
15600,0.908333333,19
15601,0.894444444,18.4
15602,0.894444444,18.4
15603,0.894444444,18.4
15604,0.894444444,18.4
15605,0.886111111,18.8
15606,0.886111111,18.8
15607,0.886111111,18.8
15608,0.886111111,18.8
15609,0.638888889,18.4
15610,0.638888889,18.4
15611,0.638888889,18.4
15612,0.638888889,18.4
15613,0.611111111,17.8
15614,0.611111111,17.8
15615,0.611111111,17.8
15616,0.611111111,17.8
15617,0.438888889,17
15618,0.438888889,17
15619,0.438888889,17
15620,0.438888889,17
15621,0.286111111,16.3
15622,0.286111111,16.3
15623,0.286111111,16.3
15624,0.286111111,16.3
15625,0.119444444,15.7
15626,0.119444444,15.7
15627,0.119444444,15.7
15628,0.119444444,15.7
15629,0.022222222,15.1
15630,0.022222222,15.1
15631,0.022222222,15.1
15632,0.022222222,15.1
15633,0,14.5
15634,0,14.5
15635,0,14.5
15636,0,14.5
15637,0,13.5
15638,0,13.5
15639,0,13.5
15640,0,13.5
15641,0,12.3
15642,0,12.3
15643,0,12.3
15644,0,12.3
15645,0,11.5
15646,0,11.5
15647,0,11.5
15648,0,11.5
15649,0,10.9
15650,0,10.9
15651,0,10.9
15652,0,10.9
15653,0,10.4
15654,0,10.4
15655,0,10.4
15656,0,10.4
15657,0,10.1
15658,0,10.1
15659,0,10.1
15660,0,10.1
15661,0.002777778,9.9
15662,0.002777778,9.9
15663,0.002777778,9.9
15664,0.002777778,9.9
15665,0.047222222,10
15666,0.047222222,10
15667,0.047222222,10
15668,0.047222222,10
15669,0.211111111,10.2
15670,0.211111111,10.2
15671,0.211111111,10.2
15672,0.211111111,10.2
15673,0.361111111,10.6
15674,0.361111111,10.6
15675,0.361111111,10.6
15676,0.361111111,10.6
15677,0.388888889,11.8
15678,0.388888889,11.8
15679,0.388888889,11.8
15680,0.388888889,11.8
15681,0.438888889,12.9
15682,0.438888889,12.9
15683,0.438888889,12.9
15684,0.438888889,12.9
15685,0.458333333,13.8
15686,0.458333333,13.8
15687,0.458333333,13.8
15688,0.458333333,13.8
15689,0.775,15.3
15690,0.775,15.3
15691,0.775,15.3
15692,0.775,15.3
15693,0.836111111,17.4
15694,0.836111111,17.4
15695,0.836111111,17.4
15696,0.836111111,17.4
15697,0.741666667,17.6
15698,0.741666667,17.6
15699,0.741666667,17.6
15700,0.741666667,17.6
15701,0.808333333,17.7
15702,0.808333333,17.7
15703,0.808333333,17.7
15704,0.808333333,17.7
15705,0.730555556,17.2
15706,0.730555556,17.2
15707,0.730555556,17.2
15708,0.730555556,17.2
15709,0.561111111,16.7
15710,0.561111111,16.7
15711,0.561111111,16.7
15712,0.561111111,16.7
15713,0.452777778,16.3
15714,0.452777778,16.3
15715,0.452777778,16.3
15716,0.452777778,16.3
15717,0.291666667,15.5
15718,0.291666667,15.5
15719,0.291666667,15.5
15720,0.291666667,15.5
15721,0.138888889,15.2
15722,0.138888889,15.2
15723,0.138888889,15.2
